"Date","Price","Open","High","Low","Vol.","Change %"
"04/06/2021","1.7960","1.7785","1.8277","1.7785","26.98K","1.19%"
"04/05/2021","1.7748","1.8328","1.8352","1.7516","22.72K","-3.25%"
"04/01/2021","1.8344","1.7779","1.8387","1.7716","25.21K","3.65%"
"03/31/2021","1.7698","1.7927","1.8086","1.7623","38.51K","-1.21%"
"03/30/2021","1.7914","1.8164","1.8272","1.7796","37.16K","-1.11%"
"03/29/2021","1.8115","1.8144","1.8281","1.7750","46.74K","0.01%"
"03/26/2021","1.8114","1.7486","1.8220","1.7473","51.36K","3.53%"
"03/25/2021","1.7496","1.8206","1.8222","1.7322","51.19K","-4.21%"
"03/24/2021","1.8265","1.7357","1.8308","1.7335","53.51K","4.36%"
"03/23/2021","1.7502","1.8241","1.8273","1.7315","53.40K","-4.38%"
"03/22/2021","1.8303","1.8256","1.8412","1.7965","50.10K","0.46%"
"03/19/2021","1.8220","1.7750","1.8321","1.7570","62.69K","2.02%"
"03/18/2021","1.7859","1.8990","1.9132","1.7459","56.99K","-6.34%"
"03/17/2021","1.9068","1.9330","1.9427","1.8821","48.00K","-1.33%"
"03/16/2021","1.9325","1.9439","1.9467","1.9120","27.46K","-0.77%"
"03/15/2021","1.9474","1.9658","1.9794","1.9220","32.54K","-0.84%"
"03/12/2021","1.9638","1.9585","1.9750","1.9481","51.33K","0.30%"
"03/11/2021","1.9580","1.9191","1.9622","1.9082","44.02K","2.13%"
"03/10/2021","1.9172","1.8975","1.9278","1.8802","51.89K","0.59%"
"03/09/2021","1.9059","1.9072","1.9352","1.8948","41.96K","-0.17%"
"03/08/2021","1.9091","1.9503","1.9830","1.8989","57.44K","-1.69%"
"03/05/2021","1.9419","1.8955","1.9501","1.8837","66.95K","2.63%"
"03/04/2021","1.8922","1.8259","1.9107","1.7991","48.56K","3.34%"
"03/03/2021","1.8311","1.8003","1.8435","1.7951","39.85K","1.64%"
"03/02/2021","1.8015","1.8006","1.8326","1.7811","29.01K","-0.55%"
"03/01/2021","1.8114","1.8436","1.8695","1.7940","46.16K","-1.72%"
"02/26/2021","1.8431","1.8966","1.9044","1.8388","72.25K","-2.89%"
"02/25/2021","1.8979","1.9040","1.9130","1.8804","63.44K","-0.11%"
"02/24/2021","1.9000","1.8575","1.9044","1.8472","63.83K","2.10%"
"02/23/2021","1.8609","1.8625","1.8855","1.8272","85.25K","0.55%"
"02/22/2021","1.8508","1.8015","1.8681","1.8000","103.32K","2.23%"
"02/19/2021","1.8104","1.8161","1.8311","1.7905","101.22K","-0.68%"
"02/18/2021","1.8228","1.8331","1.8504","1.8025","93.60K","-0.05%"
"02/17/2021","1.8238","1.8052","1.8374","1.7882","84.32K","1.23%"
"02/16/2021","1.8017","1.7700","1.8175","1.7700","134.42K","-1.20%"
"02/15/2021","1.8236","1.7928","1.8280","1.7915","","1.69%"
"02/14/2021","1.7933","1.7743","1.8010","1.7743","","1.61%"
"02/12/2021","1.7648","1.7330","1.7709","1.7181","54.46K","1.52%"
"02/11/2021","1.7384","1.7457","1.7516","1.7299","49.51K","-0.80%"
"02/10/2021","1.7525","1.7473","1.7593","1.7399","42.44K","0.25%"
"02/09/2021","1.7482","1.7406","1.7569","1.7249","36.59K","0.55%"
"02/08/2021","1.7386","1.7085","1.7434","1.7085","40.09K","1.95%"
"02/05/2021","1.7053","1.7036","1.7258","1.7017","48.57K","0.70%"
"02/04/2021","1.6934","1.6878","1.7021","1.6668","33.41K","0.62%"
"02/03/2021","1.6830","1.6742","1.6967","1.6685","38.51K","1.03%"
"02/02/2021","1.6658","1.6379","1.6795","1.6362","52.74K","1.67%"
"02/01/2021","1.6384","1.5900","1.6416","1.5807","49.92K","2.50%"
"01/29/2021","1.5984","1.5948","1.6350","1.5911","64.87K","-0.16%"
"01/28/2021","1.6010","1.6050","1.6313","1.5921","61.49K","-0.41%"
"01/27/2021","1.6076","1.6005","1.6207","1.5826","63.30K","0.58%"
"01/26/2021","1.5984","1.5976","1.6084","1.5868","64.10K","0.18%"
"01/25/2021","1.5955","1.5734","1.6011","1.5671","62.29K","1.10%"
"01/22/2021","1.5782","1.6028","1.6033","1.5571","60.89K","-1.51%"
"01/21/2021","1.6024","1.5927","1.6043","1.5858","52.22K","-0.01%"
"01/20/2021","1.6025","1.5990","1.6162","1.5892","55.50K","0.14%"
"01/19/2021","1.6002","1.5858","1.6105","1.5793","61.24K","0.65%"
"01/18/2021","1.5899","1.5886","1.5943","1.5778","","0.11%"
"01/17/2021","1.5881","1.5829","1.5914","1.5829","","-0.38%"
"01/15/2021","1.5942","1.6215","1.6246","1.5743","51.43K","-1.62%"
"01/14/2021","1.6205","1.5992","1.6228","1.5840","47.00K","1.27%"
"01/13/2021","1.6002","1.6031","1.6174","1.5843","41.63K","0.11%"
"01/12/2021","1.5985","1.5714","1.6040","1.5711","42.54K","1.49%"
"01/11/2021","1.5750","1.5864","1.5884","1.5540","52.25K","-0.34%"
"01/08/2021","1.5804","1.5416","1.5870","1.5393","43.37K","2.67%"
"01/07/2021","1.5393","1.5267","1.5507","1.5254","46.03K","0.59%"
"01/06/2021","1.5302","1.5206","1.5437","1.5041","42.78K","0.61%"
"01/05/2021","1.5209","1.4549","1.5262","1.4533","42.96K","3.89%"
"01/04/2021","1.4640","1.4839","1.5348","1.4540","35.08K","-1.35%"
"12/31/2020","1.4840","1.4891","1.4914","1.4689","50.88K","-0.52%"
"12/30/2020","1.4918","1.4900","1.5041","1.4767","50.28K","0.28%"
"12/29/2020","1.4877","1.4819","1.5007","1.4809","47.29K","0.53%"
"12/28/2020","1.4798","1.4908","1.5093","1.4740","52.39K","-0.70%"
"12/24/2020","1.4903","1.4981","1.5090","1.4782","37.45K","-0.51%"
"12/23/2020","1.4979","1.4591","1.5069","1.4442","65.07K","2.39%"
"12/22/2020","1.4630","1.4780","1.4787","1.4469","47.44K","-1.03%"
"12/21/2020","1.4782","1.5109","1.5121","1.4308","69.02K","-2.30%"
"12/18/2020","1.5130","1.4950","1.5188","1.4886","63.53K","1.09%"
"12/17/2020","1.4967","1.4817","1.5021","1.4806","52.54K","1.08%"
"12/16/2020","1.4807","1.4646","1.4840","1.4561","44.21K","0.87%"
"12/15/2020","1.4680","1.4599","1.4726","1.4468","37.67K","0.71%"
"12/14/2020","1.4576","1.4424","1.4653","1.4231","30.78K","1.11%"
"12/11/2020","1.4416","1.4420","1.4541","1.4295","34.84K","0.04%"
"12/10/2020","1.4410","1.4080","1.4671","1.4059","34.82K","2.53%"
"12/09/2020","1.4054","1.4130","1.4307","1.3989","36.05K","-0.58%"
"12/08/2020","1.4136","1.4037","1.4158","1.3931","24.29K","0.50%"
"12/07/2020","1.4065","1.4077","1.4227","1.3896","24.47K","-0.27%"
"12/04/2020","1.4103","1.3999","1.4268","1.3958","24.44K","0.74%"
"12/03/2020","1.3999","1.3721","1.4048","1.3633","33.63K","1.79%"
"12/02/2020","1.3753","1.3504","1.3878","1.3429","23.91K","1.39%"
"12/01/2020","1.3564","1.3766","1.3953","1.3484","35.77K","-1.09%"
"11/30/2020","1.3714","1.3786","1.3857","1.3560","52.02K","-0.97%"
"11/27/2020","1.3849","1.3965","1.4015","1.3594","37.53K","1.17%"
"11/26/2020","1.3689","1.3912","1.4000","1.3617","","-1.46%"
"11/25/2020","1.3892","1.3658","1.4004","1.3604","83.74K","1.83%"
"11/24/2020","1.3642","1.3120","1.3796","1.3100","73.57K","3.68%"
"11/23/2020","1.3158","1.2937","1.3173","1.2874","62.38K","1.90%"
"11/20/2020","1.2913","1.2812","1.2940","1.2700","64.41K","1.15%"
"11/19/2020","1.2766","1.2696","1.2852","1.2618","72.89K","0.43%"
"11/18/2020","1.2711","1.2517","1.2831","1.2444","72.76K","1.78%"
"11/17/2020","1.2489","1.2433","1.2543","1.2215","49.74K","0.69%"
"11/16/2020","1.2404","1.2182","1.2620","1.2154","31.74K","2.01%"
"11/13/2020","1.2159","1.2393","1.2400","1.2134","44.75K","-2.38%"
"11/12/2020","1.2455","1.2587","1.2700","1.2373","43.04K","-0.98%"
"11/11/2020","1.2578","1.2733","1.3084","1.2527","41.77K","-0.44%"
"11/10/2020","1.2633","1.2211","1.2736","1.2079","52.75K","2.95%"
"11/09/2020","1.2271","1.1579","1.2557","1.1514","64.57K","6.58%"
"11/06/2020","1.1513","1.1741","1.1745","1.1448","34.86K","-2.35%"
"11/05/2020","1.1790","1.1767","1.1835","1.1586","38.27K","-0.25%"
"11/04/2020","1.1820","1.1545","1.1844","1.1229","39.11K","3.89%"
"11/03/2020","1.1377","1.1259","1.1526","1.1105","41.93K","1.38%"
"11/02/2020","1.1222","1.0755","1.1302","1.0356","42.92K","3.34%"
"10/30/2020","1.0859","1.0854","1.0970","1.0653","81.60K","-0.09%"
"10/29/2020","1.0869","1.1114","1.1296","1.0525","103.74K","-2.37%"
"10/28/2020","1.1133","1.1490","1.1490","1.1025","98.01K","-3.94%"
"10/27/2020","1.1590","1.1279","1.1635","1.1279","87.70K","2.76%"
"10/26/2020","1.1279","1.1536","1.1557","1.1182","64.68K","-2.63%"
"10/23/2020","1.1584","1.1665","1.1772","1.1503","59.97K","-0.88%"
"10/22/2020","1.1687","1.1447","1.1768","1.1402","58.74K","1.84%"
"10/21/2020","1.1476","1.1716","1.1790","1.1357","91.81K","-2.76%"
"10/20/2020","1.1802","1.1640","1.1855","1.1530","69.28K","1.17%"
"10/19/2020","1.1665","1.1798","1.1888","1.1597","46.40K","-1.54%"
"10/16/2020","1.1848","1.1910","1.1953","1.1692","40.36K","-0.78%"
"10/15/2020","1.1941","1.1989","1.2041","1.1555","45.56K","-0.40%"
"10/14/2020","1.1989","1.1755","1.2011","1.1628","37.58K","1.89%"
"10/13/2020","1.1767","1.1712","1.1878","1.1663","42.33K","0.92%"
"10/12/2020","1.1660","1.1971","1.1977","1.1576","37.70K","-2.99%"
"10/09/2020","1.2019","1.1985","1.2144","1.1920","52.18K","-0.11%"
"10/08/2020","1.2032","1.1748","1.2050","1.1696","35.70K","2.64%"
"10/07/2020","1.1723","1.1840","1.1902","1.1563","55.32K","-2.20%"
"10/06/2020","1.1987","1.1529","1.2024","1.1455","51.50K","4.63%"
"10/05/2020","1.1457","1.0980","1.1564","1.0969","46.58K","4.39%"
"10/02/2020","1.0975","1.1344","1.1359","1.0819","41.10K","-3.53%"
"10/01/2020","1.1377","1.1633","1.1733","1.1052","43.78K","-1.26%"
"09/30/2020","1.1522","1.1179","1.1554","1.1050","67.66K","3.27%"
"09/29/2020","1.1157","1.1478","1.1505","1.1066","73.56K","-2.64%"
"09/28/2020","1.1460","1.1314","1.1520","1.1220","60.03K","1.12%"
"09/25/2020","1.1333","1.1201","1.1372","1.1181","62.12K","0.61%"
"09/24/2020","1.1264","1.1118","1.1271","1.1038","60.46K","0.77%"
"09/23/2020","1.1178","1.1094","1.1396","1.0988","71.18K","0.79%"
"09/22/2020","1.1090","1.1236","1.1364","1.1004","57.89K","-0.88%"
"09/21/2020","1.1188","1.1660","1.1753","1.1144","68.50K","-4.38%"
"09/18/2020","1.1701","1.1742","1.1858","1.1574","57.16K","-0.36%"
"09/17/2020","1.1743","1.1333","1.1787","1.1145","40.52K","3.58%"
"09/16/2020","1.1337","1.1181","1.1383","1.1143","48.23K","1.60%"
"09/15/2020","1.1159","1.1082","1.1217","1.0979","29.46K","0.58%"
"09/14/2020","1.1095","1.1089","1.1151","1.0932","45.93K","0.26%"
"09/11/2020","1.1066","1.0959","1.1197","1.0885","36.38K","0.62%"
"09/10/2020","1.0998","1.1210","1.1245","1.0911","32.86K","-2.05%"
"09/09/2020","1.1228","1.0998","1.1295","1.0843","46.88K","2.52%"
"09/08/2020","1.0952","1.1592","1.1616","1.0792","45.45K","-3.05%"
"09/07/2020","1.1296","1.1280","1.1443","1.1224","","0.16%"
"09/06/2020","1.1278","1.1423","1.1425","1.1252","","-3.54%"
"09/04/2020","1.1692","1.1821","1.2066","1.1586","36.91K","-1.67%"
"09/03/2020","1.1890","1.2108","1.2155","1.1621","39.49K","-1.87%"
"09/02/2020","1.2117","1.2569","1.2651","1.2079","41.94K","-3.20%"
"09/01/2020","1.2518","1.2483","1.2695","1.2453","25.90K","2.83%"
"08/31/2020","1.2173","1.2379","1.2569","1.2157","57.23K","-1.85%"
"08/28/2020","1.2403","1.2296","1.2488","1.2171","59.08K","0.89%"
"08/27/2020","1.2293","1.2605","1.2627","1.2175","79.51K","-2.45%"
"08/26/2020","1.2602","1.2756","1.2790","1.2475","65.33K","-1.13%"
"08/25/2020","1.2746","1.2645","1.2896","1.2616","65.58K","0.84%"
"08/24/2020","1.2640","1.2349","1.2688","1.2285","78.67K","2.91%"
"08/21/2020","1.2283","1.2650","1.2710","1.2103","70.38K","-2.86%"
"08/20/2020","1.2645","1.2674","1.2702","1.2405","56.80K","-0.61%"
"08/19/2020","1.2722","1.2751","1.2799","1.2597","52.07K","-0.80%"
"08/18/2020","1.2825","1.2670","1.2851","1.2561","38.31K","1.44%"
"08/17/2020","1.2643","1.2608","1.2729","1.2508","31.16K","0.41%"
"08/14/2020","1.2592","1.2639","1.2741","1.2529","22.99K","0.01%"
"08/13/2020","1.2591","1.2755","1.2771","1.2579","25.33K","-1.50%"
"08/12/2020","1.2783","1.2633","1.2844","1.2601","29.18K","1.45%"
"08/11/2020","1.2600","1.2553","1.2868","1.2553","34.95K","0.03%"
"08/10/2020","1.2596","1.2480","1.2668","1.2447","24.70K","1.35%"
"08/07/2020","1.2428","1.2701","1.2742","1.2401","22.34K","-2.07%"
"08/06/2020","1.2691","1.2818","1.2902","1.2656","24.74K","-0.93%"
"08/05/2020","1.2810","1.2723","1.3192","1.2675","28.12K","0.54%"
"08/04/2020","1.2741","1.2536","1.2856","1.2375","19.78K","1.44%"
"08/03/2020","1.2560","1.2423","1.2657","1.2276","20.76K","2.61%"
"07/31/2020","1.2240","1.2254","1.2388","1.2171","51.41K","0.30%"
"07/30/2020","1.2203","1.2625","1.2676","1.1724","71.54K","-3.29%"
"07/29/2020","1.2618","1.2496","1.2694","1.2460","39.89K","0.99%"
"07/28/2020","1.2494","1.2636","1.2712","1.2438","38.06K","-1.01%"
"07/27/2020","1.2622","1.2627","1.2705","1.2408","49.12K","-0.13%"
"07/24/2020","1.2638","1.2612","1.2702","1.2498","45.21K","0.17%"
"07/23/2020","1.2617","1.2845","1.2982","1.2581","45.57K","-1.51%"
"07/22/2020","1.2810","1.2823","1.2892","1.2654","45.43K","-0.67%"
"07/21/2020","1.2896","1.2455","1.2995","1.2438","45.92K","3.45%"
"07/20/2020","1.2466","1.2305","1.2555","1.2145","34.29K","1.23%"
"07/17/2020","1.2314","1.2418","1.2440","1.2272","22.91K","-0.81%"
"07/16/2020","1.2414","1.2570","1.2596","1.2371","20.70K","-1.28%"
"07/15/2020","1.2575","1.2357","1.2605","1.2244","28.57K","1.75%"
"07/14/2020","1.2359","1.2294","1.2426","1.2166","33.20K","-0.02%"
"07/13/2020","1.2361","1.2492","1.2505","1.2271","27.13K","-1.29%"
"07/10/2020","1.2523","1.2360","1.2541","1.2117","23.41K","1.30%"
"07/09/2020","1.2362","1.2506","1.2561","1.2240","29.29K","-1.02%"
"07/08/2020","1.2490","1.2502","1.2633","1.2430","26.02K","-0.51%"
"07/07/2020","1.2554","1.2560","1.2648","1.2343","25.25K","0.14%"
"07/06/2020","1.2536","1.2409","1.2700","1.2409","21.78K","2.16%"
"07/03/2020","1.2271","1.2233","1.2312","1.2096","","-1.33%"
"07/02/2020","1.2437","1.2146","1.2470","1.2078","18.40K","2.56%"
"07/01/2020","1.2126","1.2141","1.2373","1.1950","31.83K","2.20%"
"06/30/2020","1.1865","1.1802","1.2040","1.1635","45.56K","0.76%"
"06/29/2020","1.1775","1.1385","1.1850","1.1296","53.49K","2.33%"
"06/26/2020","1.1507","1.1742","1.1841","1.1324","47.75K","-1.61%"
"06/25/2020","1.1695","1.1657","1.1808","1.1348","62.06K","0.33%"
"06/24/2020","1.1657","1.2155","1.2219","1.1511","56.04K","-4.10%"
"06/23/2020","1.2155","1.2312","1.2534","1.2104","45.90K","-1.24%"
"06/22/2020","1.2307","1.2139","1.2351","1.2071","38.36K","0.81%"
"06/19/2020","1.2208","1.2168","1.2417","1.1905","45.71K","0.82%"
"06/18/2020","1.2109","1.2004","1.2131","1.1820","37.54K","1.20%"
"06/17/2020","1.1966","1.1963","1.2094","1.1756","38.28K","-0.18%"
"06/16/2020","1.1987","1.1592","1.2121","1.1416","33.20K","3.76%"
"06/15/2020","1.1553","1.1271","1.1613","1.0996","28.40K","2.79%"
"06/12/2020","1.1239","1.1066","1.1472","1.0780","26.39K","0.97%"
"06/11/2020","1.1131","1.1876","1.1876","1.0923","34.26K","-7.01%"
"06/10/2020","1.1970","1.1684","1.2063","1.1599","32.46K","1.33%"
"06/09/2020","1.1813","1.1510","1.1849","1.1349","23.00K","2.55%"
"06/08/2020","1.1519","1.1868","1.2092","1.1471","23.39K","-2.33%"
"06/05/2020","1.1794","1.1045","1.1819","1.1028","23.72K","6.55%"
"06/04/2020","1.1069","1.0944","1.1117","1.0813","24.37K","0.88%"
"06/03/2020","1.0972","1.1183","1.1349","1.0785","24.31K","-1.90%"
"06/02/2020","1.1184","1.0644","1.1210","1.0644","31.17K","5.42%"
"06/01/2020","1.0609","1.0651","1.0809","1.0424","22.08K","2.34%"
"05/29/2020","1.0366","0.9847","1.0450","0.9562","64.25K","6.31%"
"05/28/2020","0.9751","0.9899","1.0058","0.9696","78.77K","-3.45%"
"05/27/2020","1.0099","1.0276","1.0315","0.9861","51.06K","-1.75%"
"05/26/2020","1.0279","1.0248","1.0712","1.0065","61.77K","-1.14%"
"05/25/2020","1.0398","1.0133","1.0472","1.0078","","2.67%"
"05/24/2020","1.0128","1.0189","1.0217","1.0063","","-0.69%"
"05/22/2020","1.0198","1.0268","1.0345","0.9750","43.27K","-1.13%"
"05/21/2020","1.0315","1.0361","1.0631","1.0247","49.96K","-0.52%"
"05/20/2020","1.0369","1.0148","1.0637","1.0073","53.23K","2.41%"
"05/19/2020","1.0125","1.0544","1.0590","1.0026","50.44K","-2.45%"
"05/18/2020","1.0379","0.9585","1.0586","0.9556","42.38K","8.70%"
"05/15/2020","0.9548","0.9400","0.9708","0.9307","32.43K","2.68%"
"05/14/2020","0.9299","0.8771","0.9396","0.8677","35.52K","6.58%"
"05/13/2020","0.8725","0.8645","0.8998","0.8487","39.89K","-0.57%"
"05/12/2020","0.8775","0.9094","0.9240","0.8613","34.03K","-2.77%"
"05/11/2020","0.9025","0.9400","0.9516","0.8995","41.22K","-3.95%"
"05/08/2020","0.9396","0.8798","0.9454","0.8770","37.77K","6.75%"
"05/07/2020","0.8802","0.8741","0.9294","0.8601","41.89K","0.76%"
"05/06/2020","0.8736","0.9500","0.9590","0.8513","43.94K","-6.58%"
"05/05/2020","0.9351","0.8789","0.9468","0.8738","39.68K","9.60%"
"05/04/2020","0.8532","0.8498","0.8777","0.8266","30.51K","0.64%"
"05/01/2020","0.8478","0.8907","0.9166","0.8411","41.11K","1.76%"
"04/30/2020","0.8331","0.7804","0.8677","0.7800","65.51K","7.22%"
"04/29/2020","0.7770","0.7138","0.8034","0.7033","64.86K","9.31%"
"04/28/2020","0.7108","0.7036","0.7325","0.6724","64.23K","1.02%"
"04/27/2020","0.7036","0.7389","0.7522","0.6860","60.76K","-3.98%"
"04/24/2020","0.7328","0.7878","0.8000","0.7214","88.05K","-7.36%"
"04/23/2020","0.7910","0.7920","0.8632","0.7794","62.73K","0.98%"
"04/22/2020","0.7833","0.8047","0.8371","0.7084","69.87K","2.17%"
"04/21/2020","0.7667","0.9288","0.9496","0.7481","87.37K","-16.23%"
"04/20/2020","0.9152","0.9814","0.9883","0.9126","51.77K","-6.61%"
"04/17/2020","0.9800","0.9854","1.0058","0.9677","45.33K","0.75%"
"04/16/2020","0.9727","0.9609","0.9930","0.9391","49.30K","2.31%"
"04/15/2020","0.9507","0.9885","1.0005","0.9358","40.70K","-3.63%"
"04/14/2020","0.9865","1.0407","1.0539","0.9799","46.82K","-4.75%"
"04/13/2020","1.0357","1.0576","1.0651","0.9832","33.89K","2.22%"
"04/09/2020","1.0132","1.0631","1.1136","1.0097","43.89K","-3.02%"
"04/08/2020","1.0447","1.0568","1.0780","1.0378","43.61K","-1.10%"
"04/07/2020","1.0563","1.0934","1.1052","1.0515","32.11K","-1.64%"
"04/06/2020","1.0739","1.0740","1.1121","1.0505","28.83K","-1.89%"
"04/03/2020","1.0946","1.0200","1.1332","1.0120","32.32K","7.27%"
"04/02/2020","1.0204","0.9636","1.1602","0.9614","40.45K","7.09%"
"04/01/2020","0.9528","1.0070","1.0155","0.9507","46.96K","-4.86%"
"03/31/2020","1.0015","1.0166","1.0472","0.9868","54.56K","-1.36%"
"03/30/2020","1.0153","1.0494","1.0570","0.9857","66.59K","-4.98%"
"03/27/2020","1.0685","1.0705","1.0779","1.0453","49.68K","1.71%"
"03/26/2020","1.0505","1.0909","1.0975","1.0445","50.11K","-4.46%"
"03/25/2020","1.0995","1.0896","1.1076","1.0554","61.86K","1.47%"
"03/24/2020","1.0836","1.0486","1.0977","1.0451","59.28K","5.78%"
"03/23/2020","1.0244","1.0130","1.0525","0.9635","57.13K","1.04%"
"03/20/2020","1.0139","1.0481","1.1184","1.0090","77.13K","-3.21%"
"03/19/2020","1.0475","1.0044","1.0674","0.9622","77.32K","8.81%"
"03/18/2020","0.9627","1.0394","1.0585","0.9430","72.45K","-7.41%"
"03/17/2020","1.0398","1.0414","1.0876","1.0350","44.83K","-1.10%"
"03/16/2020","1.0514","1.1835","1.1835","1.0331","53.54K","-8.23%"
"03/13/2020","1.1457","1.1534","1.2168","1.1380","42.85K","-2.27%"
"03/12/2020","1.1723","1.2427","1.2566","1.1306","71.36K","-5.59%"
"03/11/2020","1.2417","1.2588","1.3026","1.2228","60.06K","-0.78%"
"03/10/2020","1.2515","1.1574","1.2744","1.1529","70.76K","7.48%"
"03/09/2020","1.1644","1.2550","1.2600","1.0779","80.98K","-15.75%"
"03/06/2020","1.3821","1.4882","1.4952","1.3781","60.16K","-6.90%"
"03/05/2020","1.4846","1.5384","1.5480","1.4781","54.89K","-2.80%"
"03/04/2020","1.5273","1.5243","1.5566","1.5165","40.71K","0.10%"
"03/03/2020","1.5258","1.5486","1.5694","1.5067","45.15K","0.23%"
"03/02/2020","1.5223","1.4619","1.5442","1.4436","48.88K","3.05%"
"02/28/2020","1.4773","1.4785","1.4908","1.4401","89.75K","-0.66%"
"02/27/2020","1.4871","1.5055","1.5089","1.4383","105.60K","-0.69%"
"02/26/2020","1.4974","1.5689","1.5773","1.4809","108.47K","-4.36%"
"02/25/2020","1.5657","1.6130","1.6273","1.5586","83.66K","-2.70%"
"02/24/2020","1.6092","1.6677","1.6677","1.5785","84.44K","-4.30%"
"02/21/2020","1.6815","1.6850","1.6867","1.6517","62.91K","-0.67%"
"02/20/2020","1.6928","1.7023","1.7140","1.6826","58.47K","-0.55%"
"02/19/2020","1.7021","1.6678","1.7076","1.6628","70.09K","1.98%"
"02/18/2020","1.6690","1.6958","1.6965","1.6544","72.74K","-1.20%"
"02/17/2020","1.6892","1.6968","1.7001","1.6814","","-0.47%"
"02/16/2020","1.6971","1.6997","1.7021","1.6964","","0.20%"
"02/14/2020","1.6937","1.6760","1.6978","1.6693","54.08K","0.92%"
"02/13/2020","1.6783","1.6766","1.6924","1.6568","49.36K","0.33%"
"02/12/2020","1.6727","1.6236","1.6802","1.6236","53.76K","3.02%"
"02/11/2020","1.6236","1.6064","1.6400","1.6064","48.17K","0.89%"
"02/10/2020","1.6093","1.6361","1.6489","1.6068","40.22K","-1.83%"
"02/07/2020","1.6393","1.6680","1.6752","1.6367","62.19K","-1.46%"
"02/06/2020","1.6636","1.6566","1.6784","1.6422","44.46K","1.05%"
"02/05/2020","1.6463","1.5913","1.6736","1.5912","50.68K","3.70%"
"02/04/2020","1.5875","1.5747","1.6204","1.5724","43.84K","0.37%"
"02/03/2020","1.5816","1.6231","1.6306","1.5747","41.26K","-2.87%"
"01/31/2020","1.6284","1.6677","1.6786","1.6181","77.29K","-0.83%"
"01/30/2020","1.6420","1.6952","1.6990","1.6305","77.93K","-3.66%"
"01/29/2020","1.7043","1.7261","1.7355","1.6933","77.33K","-0.69%"
"01/28/2020","1.7162","1.6740","1.7303","1.6600","88.53K","1.98%"
"01/27/2020","1.6829","1.7279","1.7305","1.6598","109.27K","-3.14%"
"01/24/2020","1.7374","1.7944","1.8010","1.7295","91.41K","-3.17%"
"01/23/2020","1.7943","1.7919","1.7981","1.7558","96.93K","-0.58%"
"01/22/2020","1.8048","1.8348","1.8367","1.7834","100.06K","-1.63%"
"01/21/2020","1.8347","1.8822","1.8906","1.8300","117.79K","-2.11%"
"01/20/2020","1.8742","1.8760","1.8836","1.8658","","-0.09%"
"01/19/2020","1.8758","1.8800","1.8862","1.8746","","0.65%"
"01/17/2020","1.8637","1.8669","1.8750","1.8472","88.62K","-0.05%"
"01/16/2020","1.8647","1.8866","1.8926","1.8615","108.85K","-0.93%"
"01/15/2020","1.8822","1.9043","1.9168","1.8797","102.00K","-1.56%"
"01/14/2020","1.9120","1.9005","1.9239","1.8871","63.90K","0.64%"
"01/13/2020","1.8999","1.9387","1.9407","1.8960","55.95K","-1.54%"
"01/10/2020","1.9297","1.9542","1.9597","1.9275","62.52K","-1.08%"
"01/09/2020","1.9507","1.9669","1.9725","1.9300","66.97K","-0.40%"
"01/08/2020","1.9585","2.0345","2.1177","1.9450","98.95K","-3.64%"
"01/07/2020","2.0324","2.0278","2.0399","2.0091","62.02K","-0.13%"
"01/06/2020","2.0351","2.0737","2.1008","2.0195","90.11K","-1.18%"
"01/03/2020","2.0593","2.0194","2.1000","2.0192","81.22K","1.96%"
"01/02/2020","2.0198","2.0258","2.0312","2.0117","34.45K","-0.47%"
"01/01/2020","2.0293","2.0295","2.0330","2.0280","","0.32%"
"12/31/2019","2.0228","2.0468","2.0506","2.0162","62.42K","-1.03%"
"12/30/2019","2.0438","2.0550","2.0782","2.0328","58.23K","-0.39%"
"12/27/2019","2.0519","2.0537","2.0664","2.0479","54.84K","-0.08%"
"12/26/2019","2.0535","2.0425","2.0559","2.0360","46.50K","0.87%"
"12/25/2019","2.0357","2.0415","2.0438","2.0349","","-0.08%"
"12/24/2019","2.0373","2.0260","2.0426","2.0202","36.06K","0.75%"
"12/23/2019","2.0221","2.0205","2.0313","2.0118","65.01K","0.07%"
"12/20/2019","2.0206","2.0310","2.0408","2.0136","79.71K","-0.40%"
"12/19/2019","2.0287","2.0191","2.0353","2.0139","77.61K","0.42%"
"12/18/2019","2.0202","2.0266","2.0330","2.0120","68.35K","-0.57%"
"12/17/2019","2.0317","2.0062","2.0327","2.0017","60.17K","1.43%"
"12/16/2019","2.0031","1.9868","2.0102","1.9803","50.19K","0.86%"
"12/13/2019","1.9860","1.9533","1.9981","1.9533","44.24K","1.85%"
"12/12/2019","1.9500","1.9307","1.9642","1.9285","48.03K","1.14%"
"12/11/2019","1.9281","1.9589","1.9589","1.9157","48.79K","-1.81%"
"12/10/2019","1.9636","1.9420","1.9678","1.9297","49.53K","1.04%"
"12/09/2019","1.9433","1.9545","1.9547","1.9256","48.37K","-0.42%"
"12/06/2019","1.9514","1.9320","1.9725","1.9186","53.26K","0.95%"
"12/05/2019","1.9331","1.9262","1.9450","1.9114","50.29K","0.60%"
"12/04/2019","1.9215","1.8798","1.9382","1.8798","47.60K","2.37%"
"12/03/2019","1.8770","1.8844","1.8981","1.8668","33.52K","-0.35%"
"12/02/2019","1.8836","1.8787","1.9201","1.8787","35.64K","0.27%"
"11/29/2019","1.8785","1.9497","1.9646","1.8750","61.55K","-3.70%"
